xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.876601,-2.65063,6.0201,0.3,0.05,-0.843389,-2.67169,6.02552
-0.884509,-2.65239,6.0191,0.3,0.05,-0.82065,-2.67887,6.03109
-0.888711,-2.65396,6.0186,0.3,0.05,-0.838529,-2.67674,6.02744
-0.892914,-2.65548,6.0181,0.3,0.05,-0.858927,-2.67526,6.02391
-0.900972,-2.65736,6.0171,0.3,0.05,-0.834554,-2.68288,6.03001
-0.90507,-2.65845,6.0166,0.3,0.05,-0.85335,-2.68054,6.02627
-0.909377,-2.6601,6.0161,0.3,0.05,-0.873458,-2.67893,6.02237
-0.917844,-2.66263,6.01509,0.3,0.05,-0.883891,-2.67976,6.02087
-0.926168,-2.665,6.0141,0.3,0.05,-0.886616,-2.6802,6.02052
-0.930816,-2.66736,6.01361,0.3,0.05,-0.892423,-2.68113,6.01976
-0.935601,-2.67003,6.01311,0.3,0.05,-0.895202,-2.68158,6.01938
-0.940431,-2.67273,6.01261,0.3,0.05,-0.89962,-2.68286,6.01901
-0.945041,-2.6745,6.0121,0.3,0.05,-0.901202,-2.68368,6.01919
-0.949184,-2.67534,6.01161,0.3,0.05,-0.907,-2.68458,6.01853
-0.953448,-2.67625,6.01112,0.3,0.05,-0.909533,-2.68505,6.01826
-0.957686,-2.67685,6.01061,0.3,0.05,-0.914854,-2.68602,6.01761
-0.961911,-2.6776,6.01011,0.3,0.05,-0.917615,-2.68648,6.01713
-0.966131,-2.67851,6.00962,0.3,0.05,-0.924053,-2.68704,6.01641
-0.970405,-2.67933,6.00913,0.3,0.05,-0.927667,-2.68715,6.01577
-0.974663,-2.68006,6.00863,0.3,0.05,-0.936295,-2.68828,6.01468
-0.979112,-2.68107,6.00812,0.3,0.05,-0.940731,-2.68948,6.01418
-0.987479,-2.68235,6.00714,0.3,0.05,-0.942806,-2.6901,6.0143
-0.991556,-2.68247,6.00664,0.3,0.05,-0.950938,-2.69132,6.01353
-0.995886,-2.68303,6.00613,0.3,0.05,-0.956354,-2.69213,6.01292
-1.00445,-2.68463,6.00514,0.3,0.05,-0.964665,-2.69324,6.01195
-1.01313,-2.68617,6.00415,0.3,0.05,-0.967857,-2.69338,6.0115
-1.01763,-2.68724,6.00365,0.3,0.05,-0.974819,-2.69361,6.0104
-1.02214,-2.68826,6.00316,0.3,0.05,-0.977621,-2.69389,6.01005
-1.02638,-2.68853,6.00266,0.3,0.05,-0.982077,-2.69497,6.00956
-1.03065,-2.68889,6.00216,0.3,0.05,-0.984112,-2.69555,6.00947
-1.03513,-2.68976,6.00167,0.3,0.05,-0.992436,-2.69651,6.00886
-1.03947,-2.6902,6.00117,0.3,0.05,-0.984909,-2.7008,6.01114
-1.04793,-2.69069,6.00017,0.3,0.05,-1.00627,-2.69805,6.00705
-1.05658,-2.69159,5.99918,0.3,0.05,-1.01641,-2.69825,6.0058
-1.06499,-2.69179,5.99818,0.3,0.05,-1.0237,-2.69944,6.00503
-1.07324,-2.69152,5.99718,0.3,0.05,-1.03142,-2.7004,6.00452
-1.08161,-2.6915,5.99619,0.3,0.05,-1.03429,-2.70063,6.00422
-1.0861,-2.69214,5.99569,0.3,0.05,-1.02718,-2.7047,6.00654
-1.09057,-2.69249,5.99518,0.3,0.05,-1.04825,-2.70174,6.00242
-1.09896,-2.69256,5.9942,0.3,0.05,-1.05105,-2.70194,6.0021
-1.10311,-2.69227,5.9937,0.3,0.05,-1.0609,-2.70197,6.00096
-1.10717,-2.69177,5.9932,0.3,0.05,-1.05205,-2.70663,6.00361
-1.11575,-2.69198,5.9922,0.3,0.05,-1.07342,-2.70346,5.99967
-1.12429,-2.69203,5.99121,0.3,0.05,-1.07627,-2.70359,5.9996
-1.12861,-2.6921,5.99071,0.3,0.05,-1.0821,-2.70387,5.99901
-1.13311,-2.69253,5.99021,0.3,0.05,-1.08483,-2.704,5.99869
-1.13761,-2.69298,5.98971,0.3,0.05,-1.09064,-2.70427,5.99778
-1.14237,-2.69399,5.98922,0.3,0.05,-1.09337,-2.70439,5.99743
-1.1473,-2.69535,5.98872,0.3,0.05,-1.10211,-2.70465,5.99673
-1.15202,-2.69615,5.98822,0.3,0.05,-1.10872,-2.70564,5.99619
-1.16117,-2.69717,5.98723,0.3,0.05,-1.11494,-2.70565,5.99534
-1.17066,-2.69883,5.98623,0.3,0.05,-1.11791,-2.7057,5.99506
-1.17557,-2.69987,5.98574,0.3,0.05,-1.12367,-2.70579,5.99466
-1.18049,-2.70068,5.98523,0.3,0.05,-1.12653,-2.70583,5.99436
-1.18516,-2.70128,5.98475,0.3,0.05,-1.13244,-2.7059,5.99342
-1.1899,-2.70161,5.98424,0.3,0.05,-1.13529,-2.70594,5.99306
-1.19484,-2.70275,5.98376,0.3,0.05,-1.14367,-2.70602,5.99238
-1.19938,-2.70273,5.98326,0.3,0.05,-1.13572,-2.71036,5.99499
-1.20812,-2.70216,5.98227,0.3,0.05,-1.15716,-2.70654,5.99093
-1.21696,-2.70176,5.98127,0.3,0.05,-1.1599,-2.7065,5.99058
-1.22168,-2.70189,5.98077,0.3,0.05,-1.16592,-2.7064,5.99017
-1.22607,-2.70164,5.98028,0.3,0.05,-1.16874,-2.70635,5.98989
-1.23048,-2.70103,5.97978,0.3,0.05,-1.17464,-2.70623,5.98896
-1.23489,-2.70062,5.97928,0.3,0.05,-1.17714,-2.7063,5.98869
-1.23942,-2.70025,5.97878,0.3,0.05,-1.18618,-2.70603,5.98774
-1.24354,-2.69957,5.9783,0.3,0.05,-1.18995,-2.70676,5.98801
-1.25186,-2.69782,5.97731,0.3,0.05,-1.19937,-2.70619,5.98649
-1.26011,-2.69591,5.97631,0.3,0.05,-1.20232,-2.70606,5.9861
-1.26404,-2.69447,5.97581,0.3,0.05,-1.20832,-2.70578,5.98558
-1.2682,-2.69352,5.97532,0.3,0.05,-1.21118,-2.70563,5.98534
-1.27252,-2.69273,5.97481,0.3,0.05,-1.20503,-2.70907,5.98725
-1.27664,-2.69188,5.97432,0.3,0.05,-1.19411,-2.71311,5.99011
-1.28096,-2.69127,5.97383,0.3,0.05,-1.2288,-2.70477,5.98302
-1.28537,-2.69083,5.97333,0.3,0.05,-1.21985,-2.70935,5.98627
-1.29375,-2.68916,5.97233,0.3,0.05,-1.20947,-2.71332,5.98907
-1.29803,-2.68844,5.97184,0.3,0.05,-1.2442,-2.7047,5.98183
-1.30218,-2.68745,5.97134,0.3,0.05,-1.25015,-2.70424,5.9811
-1.31091,-2.68646,5.97034,0.3,0.05,-1.25314,-2.704,5.98097
-1.31511,-2.68536,5.96983,0.3,0.05,-1.25881,-2.70362,5.9801
-1.3193,-2.68442,5.96933,0.3,0.05,-1.26215,-2.70325,5.97966
-1.32334,-2.68339,5.96885,0.3,0.05,-1.2682,-2.70276,5.97893
-1.32732,-2.68202,5.96835,0.3,0.05,-1.24506,-2.71061,5.98497
-1.3315,-2.68109,5.96785,0.3,0.05,-1.2766,-2.70327,5.97896
-1.33545,-2.67969,5.96735,0.3,0.05,-1.26948,-2.70683,5.9812
-1.34398,-2.67822,5.96635,0.3,0.05,-1.29215,-2.70153,5.97679
-1.35232,-2.67635,5.96535,0.3,0.05,-1.29468,-2.70133,5.97655
-1.3561,-2.67462,5.96485,0.3,0.05,-1.30426,-2.70016,5.97529
-1.35951,-2.67217,5.96435,0.3,0.05,-1.31029,-2.69948,5.97457
-1.36755,-2.66978,5.96335,0.3,0.05,-1.31611,-2.69984,5.97459
-1.37601,-2.66817,5.96235,0.3,0.05,-1.31879,-2.69971,5.97457
-1.38019,-2.66729,5.96185,0.3,0.05,-1.32451,-2.69911,5.97366
-1.38434,-2.66634,5.96135,0.3,0.05,-1.30182,-2.70685,5.97935
-1.38824,-2.6649,5.96085,0.3,0.05,-1.33655,-2.6974,5.97211
-1.39203,-2.66326,5.96035,0.3,0.05,-1.34309,-2.69639,5.9713
-1.4002,-2.66108,5.95934,0.3,0.05,-1.34612,-2.69595,5.97076
-1.40389,-2.65928,5.95884,0.3,0.05,-1.35512,-2.69468,5.96971
-1.40778,-2.65787,5.95834,0.3,0.05,-1.3585,-2.69513,5.96996
-1.41609,-2.65598,5.95734,0.3,0.05,-1.33577,-2.70304,5.97565
-1.42016,-2.65491,5.95684,0.3,0.05,-1.35353,-2.69844,5.97221
-1.4242,-2.65377,5.95633,0.3,0.05,-1.3756,-2.6928,5.96807
-1.43247,-2.65178,5.95533,0.3,0.05,-1.38484,-2.69117,5.96686
-1.44082,-2.6499,5.95433,0.3,0.05,-1.388,-2.69061,5.96633
-1.44471,-2.64849,5.95382,0.3,0.05,-1.38114,-2.69378,5.96869
-1.4489,-2.64763,5.95332,0.3,0.05,-1.4003,-2.68941,5.96558
-1.45726,-2.64555,5.95231,0.3,0.05,-1.40261,-2.68919,5.96544
-1.46141,-2.64479,5.95181,0.3,0.05,-1.40842,-2.68825,5.96468
-1.46598,-2.64459,5.95131,0.3,0.05,-1.41115,-2.6878,5.96442
-1.47077,-2.64476,5.95081,0.3,0.05,-1.41706,-2.68678,5.9638
-1.47551,-2.64481,5.9503,0.3,0.05,-1.42011,-2.68617,5.96342
-1.48025,-2.64482,5.9498,0.3,0.05,-1.41442,-2.6888,5.96511
-1.48466,-2.64422,5.9493,0.3,0.05,-1.40374,-2.69267,5.96809
-1.4892,-2.64383,5.94879,0.3,0.05,-1.43864,-2.68233,5.96089
-1.49381,-2.64339,5.94828,0.3,0.05,-1.44188,-2.68256,5.9612
-1.50265,-2.64218,5.94729,0.3,0.05,-1.45014,-2.6811,5.96015
-1.51145,-2.64066,5.94629,0.3,0.05,-1.45872,-2.67941,5.95934
-1.52006,-2.63879,5.94528,0.3,0.05,-1.46161,-2.67881,5.95903
-1.52464,-2.63834,5.94478,0.3,0.05,-1.4709,-2.6766,5.95755
-1.52922,-2.63786,5.94428,0.3,0.05,-1.48017,-2.67444,5.95652
-1.53785,-2.63591,5.94328,0.3,0.05,-1.48332,-2.67459,5.95688
-1.54654,-2.63401,5.94228,0.3,0.05,-1.49165,-2.67281,5.95565
-1.55514,-2.63192,5.94127,0.3,0.05,-1.49449,-2.67217,5.95548
-1.55946,-2.63091,5.94077,0.3,0.05,-1.50023,-2.67086,5.95492
-1.56332,-2.62914,5.94027,0.3,0.05,-1.50299,-2.67021,5.95465
-1.56725,-2.62749,5.93977,0.3,0.05,-1.50894,-2.66877,5.95399
-1.5712,-2.62587,5.93927,0.3,0.05,-1.51226,-2.66781,5.95335
-1.5753,-2.62434,5.93875,0.3,0.05,-1.50627,-2.67037,5.95532
-1.57903,-2.62253,5.93826,0.3,0.05,-1.49555,-2.67423,5.95826
-1.5832,-2.62129,5.93776,0.3,0.05,-1.52695,-2.66494,5.95228
-1.58719,-2.61976,5.93726,0.3,0.05,-1.53275,-2.66345,5.95131
-1.59568,-2.61742,5.93625,0.3,0.05,-1.5356,-2.66272,5.95087
-1.60007,-2.61651,5.93575,0.3,0.05,-1.54136,-2.66122,5.95038
-1.60476,-2.61609,5.93525,0.3,0.05,-1.54419,-2.66048,5.95011
-1.60944,-2.61563,5.93475,0.3,0.05,-1.538,-2.66307,5.95232
-1.6143,-2.61543,5.93424,0.3,0.05,-1.55912,-2.65628,5.94789
-1.62317,-2.61353,5.93324,0.3,0.05,-1.56171,-2.65556,5.94776
-1.62772,-2.61275,5.93274,0.3,0.05,-1.56514,-2.65536,5.94807
-1.6323,-2.61204,5.93224,0.3,0.05,-1.56777,-2.65467,5.94785
-1.6373,-2.61195,5.93174,0.3,0.05,-1.57367,-2.65297,5.94701
-1.64239,-2.61181,5.93123,0.3,0.05,-1.57644,-2.65217,5.94643
-1.64731,-2.61169,5.93073,0.3,0.05,-1.58504,-2.64966,5.9456
-1.65234,-2.61156,5.93023,0.3,0.05,-1.59087,-2.64793,5.94502
-1.66197,-2.61036,5.92922,0.3,0.05,-1.59961,-2.64525,5.94354
-1.67112,-2.60864,5.92824,0.3,0.05,-1.6058,-2.64399,5.94356
-1.68038,-2.60653,5.92722,0.3,0.05,-1.58329,-2.652,5.94931
-1.68484,-2.60565,5.92674,0.3,0.05,-1.6172,-2.64038,5.9419
-1.69003,-2.6054,5.92623,0.3,0.05,-1.62306,-2.63849,5.94118
-1.6991,-2.60334,5.92524,0.3,0.05,-1.60105,-2.64634,5.94697
-1.70362,-2.60215,5.92474,0.3,0.05,-1.61874,-2.64027,5.94348
-1.70828,-2.60117,5.92424,0.3,0.05,-1.64023,-2.63283,5.93899
-1.71721,-2.59862,5.92325,0.3,0.05,-1.64287,-2.632,5.93869
-1.72175,-2.5974,5.92275,0.3,0.05,-1.65012,-2.62984,5.93831
-1.72623,-2.59608,5.92225,0.3,0.05,-1.65603,-2.62776,5.93764
-1.73501,-2.59323,5.92125,0.3,0.05,-1.65891,-2.62673,5.93693
-1.73973,-2.59224,5.92076,0.3,0.05,-1.6646,-2.62471,5.93614
-1.74388,-2.59038,5.92026,0.3,0.05,-1.66753,-2.62367,5.93581
-1.74804,-2.58854,5.91976,0.3,0.05,-1.67327,-2.62161,5.93529
-1.75246,-2.58706,5.91926,0.3,0.05,-1.67609,-2.62059,5.935
-1.75692,-2.58567,5.91877,0.3,0.05,-1.68176,-2.61852,5.93391
-1.76151,-2.58443,5.91827,0.3,0.05,-1.68462,-2.61746,5.93353
-1.76585,-2.58266,5.91776,0.3,0.05,-1.69215,-2.61411,5.93212
-1.77001,-2.58093,5.91727,0.3,0.05,-1.6953,-2.61284,5.93175
-1.77411,-2.57897,5.91678,0.3,0.05,-1.70407,-2.60948,5.9305
-1.77821,-2.577,5.91628,0.3,0.05,-1.71268,-2.60616,5.9292
-1.78618,-2.57267,5.91527,0.3,0.05,-1.71841,-2.60394,5.92864
-1.79409,-2.56858,5.91428,0.3,0.05,-1.72113,-2.60288,5.92836
-1.79772,-2.56595,5.91379,0.3,0.05,-1.72688,-2.60063,5.92732
-1.80117,-2.56311,5.91329,0.3,0.05,-1.72964,-2.59955,5.92696
-1.80456,-2.56018,5.91279,0.3,0.05,-1.73512,-2.59738,5.92626
-1.80873,-2.55776,5.91225,0.3,0.05,-1.7457,-2.59251,5.9246
-1.81681,-2.55444,5.91129,0.3,0.05,-1.75424,-2.58897,5.9231
-1.82513,-2.55083,5.91029,0.3,0.05,-1.75706,-2.5878,5.92271
-1.82936,-2.54895,5.90978,0.3,0.05,-1.76556,-2.58423,5.92178
-1.83331,-2.54682,5.90928,0.3,0.05,-1.77127,-2.58183,5.92085
-1.84112,-2.54263,5.90829,0.3,0.05,-1.77389,-2.58074,5.92042
-1.84556,-2.5412,5.9078,0.3,0.05,-1.77903,-2.57868,5.91989
-1.85016,-2.53996,5.9073,0.3,0.05,-1.78941,-2.57359,5.91815
-1.85911,-2.53713,5.9063,0.3,0.05,-1.79795,-2.56979,5.91668
-1.86736,-2.5333,5.9053,0.3,0.05,-1.80651,-2.56596,5.91552
-1.87542,-2.52921,5.9043,0.3,0.05,-1.8093,-2.5647,5.91526
-1.87944,-2.52712,5.9038,0.3,0.05,-1.8149,-2.56217,5.91448
-1.88373,-2.52539,5.9033,0.3,0.05,-1.81713,-2.56115,5.91401
-1.88785,-2.52343,5.90281,0.3,0.05,-1.82235,-2.55897,5.91347
-1.89218,-2.52175,5.90231,0.3,0.05,-1.82498,-2.55778,5.91314
-1.89664,-2.52022,5.90181,0.3,0.05,-1.8314,-2.55456,5.91218
-1.9004,-2.51775,5.90131,0.3,0.05,-1.81041,-2.56203,5.91702
-1.90459,-2.51587,5.90081,0.3,0.05,-1.84388,-2.54832,5.90987
-1.90844,-2.51353,5.90031,0.3,0.05,-1.8522,-2.54432,5.90873
-1.91641,-2.50925,5.89932,0.3,0.05,-1.84561,-2.5464,5.91067
-1.92369,-2.50409,5.89832,0.3,0.05,-1.86515,-2.53825,5.907
-1.93144,-2.49956,5.89732,0.3,0.05,-1.8678,-2.53699,5.90668
-1.93516,-2.49708,5.89682,0.3,0.05,-1.87304,-2.53444,5.90604
-1.93899,-2.49474,5.89632,0.3,0.05,-1.87631,-2.53265,5.90554
-1.94207,-2.49145,5.89582,0.3,0.05,-1.88612,-2.52732,5.90347
-1.94541,-2.48851,5.89532,0.3,0.05,-1.89447,-2.52303,5.9023
-1.95299,-2.48368,5.89431,0.3,0.05,-1.90007,-2.52015,5.90161
-1.96009,-2.47855,5.89332,0.3,0.05,-1.90226,-2.519,5.90107
-1.96333,-2.47553,5.89282,0.3,0.05,-1.9073,-2.51663,5.90056
-1.9664,-2.47232,5.89232,0.3,0.05,-1.91491,-2.51274,5.89964
-1.97355,-2.46718,5.89132,0.3,0.05,-1.91759,-2.51133,5.8993
-1.97691,-2.46438,5.89082,0.3,0.05,-1.92766,-2.50545,5.89703
-1.98036,-2.46169,5.89032,0.3,0.05,-1.93331,-2.50238,5.89624
-1.98792,-2.4571,5.88931,0.3,0.05,-1.93558,-2.50109,5.89595
-1.99163,-2.45475,5.88881,0.3,0.05,-1.9415,-2.49791,5.89508
-1.99512,-2.45213,5.88831,0.3,0.05,-1.94402,-2.49654,5.89459
-1.99867,-2.44944,5.8878,0.3,0.05,-1.95109,-2.49289,5.89378
-2.00169,-2.44639,5.88731,0.3,0.05,-1.95859,-2.4888,5.89287
-2.00895,-2.44149,5.88631,0.3,0.05,-1.9681,-2.48308,5.89096
-2.01623,-2.43663,5.8853,0.3,0.05,-1.96181,-2.48461,5.89299
-2.02308,-2.43127,5.8843,0.3,0.05,-1.95195,-2.4882,5.89566
-2.02641,-2.42852,5.8838,0.3,0.05,-1.96995,-2.47992,5.89207
-2.02948,-2.42545,5.8833,0.3,0.05,-1.98899,-2.47109,5.8886
-2.03653,-2.42039,5.88229,0.3,0.05,-1.99148,-2.46964,5.8883
-2.04031,-2.4182,5.88179,0.3,0.05,-1.98343,-2.47219,5.89086
-2.04403,-2.41595,5.88129,0.3,0.05,-2.00394,-2.46235,5.88698
-2.05148,-2.41135,5.88029,0.3,0.05,-2.0067,-2.46066,5.88671
-2.05494,-2.40879,5.87978,0.3,0.05,-2.01597,-2.45448,5.88498
-2.05883,-2.40673,5.87928,0.3,0.05,-2.02415,-2.44947,5.8838
-2.06623,-2.40206,5.87828,0.3,0.05,-2.0308,-2.44551,5.8835
-2.07316,-2.39686,5.87728,0.3,0.05,-2.03574,-2.44242,5.8829
-2.08016,-2.39174,5.87627,0.3,0.05,-2.03823,-2.44085,5.88259
-2.08374,-2.38933,5.87577,0.3,0.05,-2.04314,-2.43774,5.88195
-2.08632,-2.38577,5.87527,0.3,0.05,-2.05153,-2.43212,5.88088
-2.09256,-2.37986,5.87426,0.3,0.05,-2.05514,-2.42953,5.8801
-2.09543,-2.37656,5.87375,0.3,0.05,-2.06027,-2.42613,5.87936
-2.09843,-2.37367,5.87326,0.3,0.05,-2.06268,-2.42454,5.87903
-2.10189,-2.37119,5.87275,0.3,0.05,-2.06919,-2.42036,5.87873
-2.10532,-2.36868,5.87225,0.3,0.05,-2.07406,-2.4171,5.87813
-2.11251,-2.36391,5.87124,0.3,0.05,-2.08124,-2.41223,5.87719
-2.11993,-2.35938,5.87024,0.3,0.05,-2.08355,-2.41066,5.87684
-2.12397,-2.35752,5.86974,0.3,0.05,-2.09163,-2.40493,5.87588
-2.12808,-2.35574,5.86923,0.3,0.05,-2.09779,-2.40036,5.87469
-2.13541,-2.35107,5.86823,0.3,0.05,-2.10012,-2.39873,5.87438
-2.13935,-2.34907,5.86773,0.3,0.05,-2.0919,-2.40135,5.87728
-2.14329,-2.34706,5.86723,0.3,0.05,-2.0818,-2.405,5.88005
-2.1475,-2.34534,5.86672,0.3,0.05,-2.09906,-2.39623,5.87636
-2.15189,-2.3438,5.86622,0.3,0.05,-2.11777,-2.3861,5.87254
-2.15986,-2.33971,5.86522,0.3,0.05,-2.12046,-2.38425,5.87203
-2.16382,-2.33765,5.86472,0.3,0.05,-2.12769,-2.37893,5.87138
-2.16749,-2.33528,5.86422,0.3,0.05,-2.13403,-2.37391,5.87006
-2.17489,-2.33053,5.86322,0.3,0.05,-2.1363,-2.3722,5.86977
-2.17925,-2.32887,5.86272,0.3,0.05,-2.14221,-2.36784,5.86909
-2.18314,-2.32669,5.86222,0.3,0.05,-2.147,-2.36419,5.86873
-2.19009,-2.32141,5.86122,0.3,0.05,-2.12435,-2.37333,5.87459
-2.19358,-2.3188,5.86072,0.3,0.05,-2.14187,-2.36413,5.87068
-2.19686,-2.31596,5.86022,0.3,0.05,-2.16073,-2.35354,5.86675
-2.20321,-2.31008,5.85921,0.3,0.05,-2.1631,-2.35168,5.8667
-2.20609,-2.30684,5.85871,0.3,0.05,-2.16795,-2.34778,5.86599
-2.20867,-2.30331,5.85821,0.3,0.05,-2.14691,-2.35581,5.87113
-2.21145,-2.3,5.85771,0.3,0.05,-2.17654,-2.34083,5.86468
-2.21446,-2.29694,5.85721,0.3,0.05,-2.16919,-2.34236,5.86731
-2.22144,-2.2918,5.85621,0.3,0.05,-2.15902,-2.34599,5.87009
-2.22555,-2.28987,5.85571,0.3,0.05,-2.18981,-2.32981,5.86313
-2.22928,-2.28755,5.85521,0.3,0.05,-2.18271,-2.33122,5.86531
-2.23616,-2.28215,5.8542,0.3,0.05,-2.2014,-2.32026,5.86164
-2.24258,-2.27652,5.85321,0.3,0.05,-2.20806,-2.31448,5.86053
-2.24942,-2.27121,5.85221,0.3,0.05,-2.2102,-2.31263,5.86016
-2.25304,-2.26876,5.85171,0.3,0.05,-2.21693,-2.3068,5.85941
-2.25676,-2.2664,5.85121,0.3,0.05,-2.22143,-2.30285,5.8588
-2.26414,-2.26147,5.8502,0.3,0.05,-2.19877,-2.3121,5.86442
-2.26785,-2.25919,5.84971,0.3,0.05,-2.21634,-2.30232,5.86048
-2.27206,-2.25729,5.84921,0.3,0.05,-2.23396,-2.29158,5.8571
-2.27953,-2.25252,5.84822,0.3,0.05,-2.23998,-2.28626,5.85636
-2.28585,-2.2466,5.84722,0.3,0.05,-2.24712,-2.27963,5.85486
-2.29174,-2.24027,5.84622,0.3,0.05,-2.24886,-2.27785,5.85484
-2.29447,-2.23676,5.84571,0.3,0.05,-2.25363,-2.27358,5.8542
-2.29709,-2.23342,5.84522,0.3,0.05,-2.25995,-2.26764,5.85305
-2.30276,-2.22694,5.84422,0.3,0.05,-2.26622,-2.26172,5.85229
-2.30786,-2.21997,5.84322,0.3,0.05,-2.2704,-2.25772,5.85231
-2.31326,-2.21334,5.84222,0.3,0.05,-2.27785,-2.25037,5.85053
-2.31852,-2.20648,5.84121,0.3,0.05,-2.27988,-2.24838,5.85017
-2.32079,-2.20292,5.84072,0.3,0.05,-2.28418,-2.24413,5.8498
-2.32398,-2.20011,5.84022,0.3,0.05,-2.28618,-2.24214,5.84951
-2.32734,-2.19747,5.83972,0.3,0.05,-2.29034,-2.23798,5.84866
-2.33042,-2.19445,5.83921,0.3,0.05,-2.29237,-2.23595,5.84829
-2.33356,-2.19172,5.83872,0.3,0.05,-2.29642,-2.23187,5.8476
-2.33651,-2.1887,5.83822,0.3,0.05,-2.27355,-2.24164,5.85394
-2.33945,-2.18566,5.83772,0.3,0.05,-2.28832,-2.23345,5.85076
-2.34261,-2.18284,5.83722,0.3,0.05,-2.30726,-2.22063,5.84628
-2.34875,-2.17702,5.83623,0.3,0.05,-2.30926,-2.21854,5.84589
-2.35156,-2.17388,5.83573,0.3,0.05,-2.31495,-2.21236,5.84528
-2.3547,-2.17104,5.83523,0.3,0.05,-2.31943,-2.20784,5.84433
-2.36079,-2.16509,5.83422,0.3,0.05,-2.32134,-2.2058,5.84396
-2.36367,-2.16212,5.83373,0.3,0.05,-2.32526,-2.20159,5.84323
-2.36658,-2.15908,5.83323,0.3,0.05,-2.32617,-2.20036,5.84329
-2.36915,-2.15574,5.83273,0.3,0.05,-2.3169,-2.20321,5.84646
-2.37221,-2.15284,5.83223,0.3,0.05,-2.33454,-2.19135,5.84244
-2.37817,-2.1468,5.83122,0.3,0.05,-2.33721,-2.18839,5.84171
-2.38094,-2.14365,5.83072,0.3,0.05,-2.34121,-2.18394,5.84096
-2.38406,-2.14081,5.83022,0.3,0.05,-2.34705,-2.1774,5.84003
-2.3896,-2.13453,5.82922,0.3,0.05,-2.34902,-2.17518,5.83966
-2.39219,-2.13134,5.82873,0.3,0.05,-2.35271,-2.17097,5.83895
-2.3945,-2.1278,5.82824,0.3,0.05,-2.35604,-2.16695,5.83925
-2.39975,-2.12121,5.82723,0.3,0.05,-2.3578,-2.1649,5.83895
-2.40195,-2.11772,5.82674,0.3,0.05,-2.36134,-2.16077,5.8382
-2.40424,-2.11408,5.82623,0.3,0.05,-2.36281,-2.15879,5.83793
-2.40679,-2.11092,5.82574,0.3,0.05,-2.36774,-2.15324,5.83669
-2.40946,-2.10775,5.82524,0.3,0.05,-2.36957,-2.15108,5.83641
-2.41255,-2.10484,5.82473,0.3,0.05,-2.37339,-2.14654,5.83579
-2.4155,-2.10203,5.82424,0.3,0.05,-2.37893,-2.13988,5.83466
-2.42221,-2.09691,5.82324,0.3,0.05,-2.35618,-2.14988,5.84071
-2.42573,-2.09445,5.82274,0.3,0.05,-2.38367,-2.13376,5.83465
-2.42876,-2.09157,5.82225,0.3,0.05,-2.38702,-2.1296,5.83391
-2.43434,-2.08544,5.82125,0.3,0.05,-2.36498,-2.13883,5.83949
-2.43714,-2.08236,5.82075,0.3,0.05,-2.39435,-2.12018,5.83224
-2.44018,-2.07948,5.82025,0.3,0.05,-2.39844,-2.11532,5.83156
-2.44558,-2.07322,5.81926,0.3,0.05,-2.40374,-2.10856,5.83035
-2.45109,-2.06705,5.81826,0.3,0.05,-2.40657,-2.10447,5.83033
